Date,NIFTYBEES.NS
2019-11-18,125.7300033569336
2019-11-19,126.39600372314453
2019-11-20,126.83300018310547
2019-11-21,126.60399627685547
2019-11-22,126.44200134277344
2019-11-25,127.73699951171875
2019-11-26,127.51000213623047
2019-11-27,127.9020004272461
2019-11-28,128.406005859375
2019-11-29,127.51300048828125
2019-12-02,127.63400268554688
2019-12-03,126.95999908447266
2019-12-04,127.46900177001953
2019-12-05,127.2040023803711
2019-12-06,126.22699737548828
2019-12-09,126.32599639892578
2019-12-10,125.79499816894531
2019-12-11,126.22000122070312
2019-12-12,127.10900115966797
2019-12-13,127.90599822998047
2019-12-16,127.53099822998047
2019-12-17,128.61599731445312
2019-12-18,129.25399780273438
2019-12-19,13.020000457763672
2019-12-20,13.034000396728516
2019-12-23,129.92999267578125
2019-12-24,129.4499969482422
2019-12-26,128.69000244140625
2019-12-27,129.55999755859375
2019-12-30,130.25999450683594
2019-12-31,129.14999389648438
2020-01-01,129.4199981689453
2020-01-02,130.13999938964844
2020-01-03,129.7100067138672
2020-01-06,127.37000274658203
2020-01-07,127.76000213623047
2020-01-08,127.55999755859375
2020-01-09,129.33999633789062
2020-01-10,129.61000061035156
2020-01-13,130.41000366210938
2020-01-14,131.00999450683594
2020-01-15,131.00999450683594
2020-01-16,130.91000366210938
2020-01-17,131.19000244140625
2020-01-20,129.77999877929688
2020-01-21,129.27000427246094
2020-01-22,128.52999877929688
2020-01-23,129.30999755859375
2020-01-24,130.11000061035156
2020-01-27,128.72999572753906
2020-01-28,128.10000610351562
2020-01-29,128.75999450683594
2020-01-30,127.73999786376953
2020-01-31,127.16999816894531
2020-02-03,124.41999816894531
2020-02-04,126.75
2020-02-05,127.91000366210938
2020-02-06,128.94000244140625
2020-02-07,128.19000244140625
2020-02-10,127.91000366210938
2020-02-11,128.3000030517578
2020-02-12,129.19000244140625
2020-02-13,129.3000030517578
2020-02-14,128.3800048828125
2020-02-17,127.83999633789062
2020-02-18,127.33999633789062
2020-02-19,128.58999633789062
2020-02-20,128.36000061035156
2020-02-24,125.7300033569336
2020-02-25,125.33999633789062
2020-02-26,124.04000091552734
2020-02-27,123.63999938964844
2020-02-28,119.29000091552734
2020-03-02,118.38999938964844
2020-03-03,120.4000015258789
2020-03-04,119.5199966430664
2020-03-05,119.75
2020-03-06,117.18000030517578
2020-03-09,111.62000274658203
2020-03-11,111.30999755859375
2020-03-12,102.98999786376953
2020-03-13,106.36000061035156
2020-03-16,102.37000274658203
2020-03-17,99.19999694824219
2020-03-18,96.08000183105469
2020-03-19,89.47000122070312
2020-03-20,92.97000122070312
2020-03-23,83.5199966430664
2020-03-24,85.0
2020-03-25,89.45999908447266
2020-03-26,92.68000030517578
2020-03-27,91.26000213623047
2020-03-30,89.16999816894531
2020-03-31,91.94000244140625
2020-04-01,89.3499984741211
2020-04-03,86.58999633789062
2020-04-07,92.41000366210938
2020-04-08,92.81999969482422
2020-04-09,96.2300033569336
2020-04-13,95.62000274658203
2020-04-15,95.19999694824219
2020-04-16,95.68000030517578
2020-04-17,98.20999908447266
2020-04-20,97.98999786376953
2020-04-21,95.5999984741211
2020-04-22,97.37999725341797
2020-04-23,98.62000274658203
2020-04-24,97.0999984741211
2020-04-27,98.43000030517578
2020-04-28,99.3499984741211
2020-04-29,101.12000274658203
2020-04-30,104.18000030517578
2020-05-04,98.80000305175781
2020-05-05,97.6500015258789
2020-05-06,98.5
2020-05-07,97.5999984741211
2020-05-08,98.12000274658203
2020-05-11,98.20999908447266
2020-05-12,97.95999908447266
2020-05-13,99.69000244140625
2020-05-14,97.41999816894531
2020-05-15,97.08000183105469
2020-05-18,93.93000030517578
2020-05-19,94.33999633789062
2020-05-20,96.25
2020-05-21,96.69000244140625
2020-05-22,96.11000061035156
2020-05-26,96.20999908447266
2020-05-27,98.5999984741211
2020-05-28,100.37000274658203
2020-05-29,101.37999725341797
2020-06-01,104.41999816894531
2020-06-02,105.88999938964844
2020-06-03,106.36000061035156
2020-06-04,106.2699966430664
2020-06-05,107.66000366210938
2020-06-08,108.0999984741211
2020-06-09,106.8499984741211
2020-06-10,107.5199966430664
2020-06-11,105.30000305175781
2020-06-12,105.72000122070312
2020-06-15,104.51000213623047
2020-06-16,105.20999908447266
2020-06-17,104.91999816894531
2020-06-18,106.97000122070312
2020-06-19,108.79000091552734
2020-06-22,109.55999755859375
2020-06-23,111.0
2020-06-24,109.52999877929688
2020-06-25,109.05000305175781
2020-06-26,110.23999786376953
2020-06-29,109.73999786376953
2020-06-30,109.5199966430664
2020-07-01,111.04000091552734
2020-07-02,112.0999984741211
2020-07-03,112.51000213623047
2020-07-06,114.27999877929688
2020-07-07,114.6500015258789
2020-07-08,113.8499984741211
2020-07-09,115.06999969482422
2020-07-10,114.37999725341797
2020-07-13,114.86000061035156
2020-07-14,112.93000030517578
2020-07-15,112.97000122070312
2020-07-16,114.08000183105469
2020-07-17,115.80999755859375
2020-07-20,117.05999755859375
2020-07-21,118.54000091552734
2020-07-22,118.11000061035156
2020-07-23,119.08000183105469
2020-07-24,118.98999786376953
2020-07-27,118.38999938964844
2020-07-28,120.0199966430664
2020-07-29,119.26000213623047
2020-07-30,117.95999908447266
2020-07-31,118.0199966430664
2020-08-03,116.16999816894531
2020-08-04,118.0
2020-08-05,118.02999877929688
2020-08-06,119.0199966430664
2020-08-07,119.3499984741211
2020-08-10,119.97000122070312
2020-08-11,120.44000244140625
2020-08-12,120.33000183105469
2020-08-13,120.48999786376953
2020-08-14,119.26000213623047
2020-08-17,119.87999725341797
2020-08-18,120.97000122070312
2020-08-19,121.12999725341797
2020-08-20,120.41999816894531
2020-08-21,121.11000061035156
2020-08-24,122.0
2020-08-25,121.93000030517578
2020-08-26,122.75
2020-08-27,122.91000366210938
2020-08-28,124.04000091552734
2020-08-31,121.02999877929688
2020-09-01,122.1500015258789
2020-09-02,122.75
2020-09-03,122.7300033569336
2020-09-04,121.12000274658203
2020-09-07,121.2699966430664
2020-09-08,120.8499984741211
2020-09-09,120.33999633789062
2020-09-10,121.94000244140625
2020-09-11,122.12999725341797
2020-09-14,122.12999725341797
2020-09-15,122.9000015258789
2020-09-16,123.70999908447266
2020-09-17,122.72000122070312
2020-09-18,122.66000366210938
2020-09-21,119.91999816894531
2020-09-22,118.91000366210938
2020-09-23,118.94999694824219
2020-09-24,115.76000213623047
2020-09-25,117.87000274658203
2020-09-28,119.75
2020-09-29,119.81999969482422
2020-09-30,119.93000030517578
2020-10-01,121.61000061035156
2020-10-05,122.37999725341797
2020-10-06,124.02999877929688
2020-10-07,124.88999938964844
2020-10-08,125.91000366210938
2020-10-09,126.98999786376953
2020-10-12,126.95999908447266
2020-10-13,127.0199966430664
2020-10-14,127.41999816894531
2020-10-15,124.80999755859375
2020-10-16,125.62000274658203
2020-10-19,126.80999755859375
2020-10-20,126.7699966430664
2020-10-21,126.9800033569336
2020-10-22,126.7300033569336
2020-10-23,127.11000061035156
2020-10-26,125.80999755859375
2020-10-27,126.80999755859375
2020-10-28,125.4000015258789
2020-10-29,124.72000122070312
2020-10-30,124.56999969482422
2020-11-02,124.37000274658203
2020-11-03,126.01000213623047
2020-11-04,127.02999877929688
2020-11-05,129.1199951171875
2020-11-06,130.61000061035156
2020-11-09,132.72999572753906
2020-11-10,134.72000122070312
2020-11-11,135.8300018310547
2020-11-12,135.25999450683594
2020-11-13,135.7899932861328
2020-11-14,136.39999389648438
2020-11-17,137.38999938964844
2020-11-18,137.89999389648438
2020-11-19,136.25
2020-11-20,137.0
2020-11-23,137.75999450683594
2020-11-24,139.3800048828125
2020-11-25,137.38999938964844
2020-11-26,138.24000549316406
2020-11-27,138.3800048828125
2020-12-01,139.7899932861328
2020-12-02,139.9600067138672
2020-12-03,140.1199951171875
2020-12-04,141.27000427246094
2020-12-07,142.2899932861328
2020-12-08,142.86000061035156
2020-12-09,144.41000366210938
2020-12-10,143.82000732421875
2020-12-11,143.92999267578125
2020-12-14,144.32000732421875
2020-12-15,144.61000061035156
2020-12-16,145.82000732421875
2020-12-17,146.55999755859375
2020-12-18,146.9600067138672
2020-12-21,142.5
2020-12-22,143.82000732421875
2020-12-23,145.1199951171875
2020-12-24,146.52000427246094
2020-12-28,147.77999877929688
2020-12-29,148.77000427246094
2020-12-30,149.27000427246094
2020-12-31,149.07000732421875
2021-01-01,149.57000732421875
2021-01-04,150.7100067138672
2021-01-05,151.3000030517578
2021-01-06,151.22000122070312
2021-01-07,151.1999969482422
2021-01-08,152.8800048828125
2021-01-11,154.3800048828125
2021-01-12,155.32000732421875
2021-01-13,155.60000610351562
2021-01-14,155.75999450683594
2021-01-15,154.11000061035156
2021-01-18,152.55999755859375
2021-01-19,155.4499969482422
2021-01-20,156.75
2021-01-21,156.02000427246094
2021-01-22,153.91000366210938
2021-01-25,152.4600067138672
2021-01-27,149.47999572753906
2021-01-28,147.99000549316406
2021-01-29,146.10000610351562
2021-02-01,152.52000427246094
2021-02-02,156.10000610351562
2021-02-03,157.66000366210938
2021-02-04,158.69000244140625
2021-02-05,159.0500030517578
2021-02-08,161.02999877929688
2021-02-09,161.22999572753906
2021-02-10,161.4600067138672
2021-02-11,162.05999755859375
2021-02-12,162.1699981689453
2021-02-15,163.92999267578125
2021-02-16,163.5399932861328
2021-02-17,162.58999633789062
2021-02-18,161.88999938964844
2021-02-19,160.4199981689453
2021-02-22,157.17999267578125
2021-02-23,157.58999633789062
2021-02-24,160.14999389648438
2021-02-25,161.8699951171875
2021-02-26,156.14999389648438
2021-03-01,158.00999450683594
2021-03-02,159.57000732421875
2021-03-03,162.97999572753906
2021-03-04,161.1999969482422
2021-03-05,159.66000366210938
2021-03-08,160.0399932861328
2021-03-09,161.47000122070312
2021-03-10,162.16000366210938
2021-03-12,160.6300048828125
2021-03-15,159.9600067138672
2021-03-16,159.7899932861328
2021-03-17,157.8800048828125
2021-03-18,156.1199951171875
2021-03-19,157.8699951171875
2021-03-22,157.3300018310547
2021-03-23,158.35000610351562
2021-03-24,156.08999633789062
2021-03-25,153.86000061035156
2021-03-26,155.2100067138672
2021-03-30,158.4199981689453
2021-03-31,157.16000366210938
2021-04-01,158.6999969482422
2021-04-05,156.9600067138672
2021-04-06,157.38999938964844
2021-04-07,158.82000732421875
2021-04-08,158.8699951171875
2021-04-09,158.77999877929688
2021-04-12,154.0800018310547
2021-04-13,155.5
2021-04-15,155.92999267578125
2021-04-16,156.4199981689453
2021-04-19,154.08999633789062
2021-04-20,153.2899932861328
2021-04-22,154.27000427246094
2021-04-23,153.86000061035156
2021-04-26,155.1699981689453
2021-04-27,156.8300018310547
2021-04-28,158.89999389648438
2021-04-29,159.10000610351562
2021-04-30,157.0
2021-05-03,156.97000122070312
2021-05-04,155.5500030517578
2021-05-05,156.80999755859375
2021-05-06,157.5399932861328
2021-05-07,158.52999877929688
2021-05-10,159.69000244140625
2021-05-11,158.94000244140625
2021-05-12,157.69000244140625
2021-05-14,157.47000122070312
2021-05-17,159.52000427246094
2021-05-18,161.3699951171875
2021-05-19,160.6699981689453
2021-05-20,159.63999938964844
2021-05-21,162.10000610351562
2021-05-24,162.42999267578125
2021-05-25,162.52999877929688
2021-05-26,163.4600067138672
2021-05-27,164.1199951171875
2021-05-28,165.02000427246094
2021-05-31,166.7899932861328
2021-06-01,166.8800048828125
2021-06-02,167.2899932861328
2021-06-03,168.1699981689453
2021-06-04,168.14999389648438
2021-06-07,168.6300048828125
2021-06-08,168.57000732421875
2021-06-09,167.58999633789062
2021-06-10,168.60000610351562
2021-06-11,169.3300018310547
2021-06-14,169.55999755859375
2021-06-15,170.27000427246094
2021-06-16,169.69000244140625
2021-06-17,168.7899932861328
2021-06-18,168.6699981689453
2021-06-21,169.07000732421875
2021-06-22,169.41000366210938
2021-06-23,168.67999267578125
2021-06-24,169.67999267578125
2021-06-25,170.39999389648438
2021-06-28,169.85000610351562
2021-06-29,169.3300018310547
2021-06-30,169.1300048828125
2021-07-01,168.9199981689453
2021-07-02,169.33999633789062
2021-07-05,170.1300048828125
2021-07-06,170.1699981689453
2021-07-07,170.4600067138672
2021-07-08,169.47000122070312
2021-07-09,169.07000732421875
2021-07-12,169.0399932861328
2021-07-13,170.1699981689453
2021-07-14,170.60000610351562
2021-07-15,171.27999877929688
2021-07-16,171.41000366210938
2021-07-19,169.77000427246094
2021-07-20,168.5399932861328
2021-07-22,170.36000061035156
2021-07-23,170.57000732421875
2021-07-26,170.27999877929688
2021-07-27,169.67999267578125
2021-07-28,169.33999633789062
2021-07-29,169.9499969482422
2021-07-30,169.69000244140625
2021-08-02,171.0
2021-08-03,173.27000427246094
2021-08-04,174.6699981689453
2021-08-05,175.1300048828125
2021-08-06,174.85000610351562
2021-08-09,175.41000366210938
2021-08-10,175.6300048828125
2021-08-11,175.3699951171875
2021-08-12,176.1699981689453
2021-08-13,177.94000244140625
2021-08-16,178.60000610351562
2021-08-17,178.91000366210938
2021-08-18,178.75999450683594
2021-08-20,177.32000732421875
2021-08-23,178.10000610351562
2021-08-24,179.4600067138672
2021-08-25,179.47000122070312
2021-08-26,179.52000427246094
2021-08-27,180.24000549316406
2021-08-30,182.57000732421875
2021-08-31,184.5500030517578
2021-09-01,184.30999755859375
2021-09-02,185.9600067138672
2021-09-03,186.91000366210938
2021-09-06,187.5500030517578
2021-09-07,187.1699981689453
2021-09-08,187.13999938964844
2021-09-09,187.4199981689453
2021-09-13,187.11000061035156
2021-09-14,187.5399932861328
2021-09-15,189.00999450683594
2021-09-16,190.22000122070312
2021-09-17,189.82000732421875
2021-09-20,187.86000061035156
2021-09-21,189.66000366210938
2021-09-22,189.69000244140625
2021-09-23,192.2899932861328
2021-09-24,192.6300048828125
2021-09-27,192.7899932861328
2021-09-28,191.44000244140625
2021-09-29,191.14999389648438
2021-09-30,190.11000061035156
2021-10-01,189.22000122070312
2021-10-04,191.02999877929688
2021-10-05,192.1999969482422
2021-10-06,190.19000244140625
2021-10-07,191.82000732421875
2021-10-08,192.5800018310547
2021-10-11,193.08999633789062
2021-10-12,193.66000366210938
2021-10-13,195.55999755859375
2021-10-14,197.11000061035156
2021-10-18,198.91000366210938
2021-10-19,198.41000366210938
2021-10-20,197.3000030517578
2021-10-21,196.0800018310547
2021-10-22,195.67999267578125
2021-10-25,195.7100067138672
2021-10-26,197.1300048828125
2021-10-27,196.5399932861328
2021-10-28,193.67999267578125
2021-10-29,191.16000366210938
2021-11-01,193.83999633789062
2021-11-02,193.10000610351562
2021-11-03,192.5800018310547
2021-11-04,193.58999633789062
2021-11-08,195.3699951171875
2021-11-09,194.8800048828125
2021-11-10,194.66000366210938
2021-11-11,193.25
2021-11-12,195.4600067138672
2021-11-15,195.52000427246094
2021-11-16,194.47000122070312
2021-11-17,193.52999877929688
2021-11-18,192.13999938964844
2021-11-22,188.52999877929688
2021-11-23,189.39999389648438
2021-11-24,188.25
2021-11-25,189.50999450683594
2021-11-26,184.50999450683594
2021-11-29,184.5500030517578
2021-11-30,183.6999969482422
2021-12-01,185.72000122070312
2021-12-02,187.99000549316406
2021-12-03,186.0
2021-12-06,183.00999450683594
2021-12-07,185.7100067138672
2021-12-08,188.47999572753906
2021-12-09,189.13999938964844
2021-12-10,189.08999633789062
2021-12-13,187.89999389648438
2021-12-14,187.3300018310547
2021-12-15,186.25
2021-12-16,186.6199951171875
2021-12-17,183.77000427246094
2021-12-20,179.92999267578125
2021-12-21,181.4499969482422
2021-12-22,183.3300018310547
2021-12-23,184.10000610351562
2021-12-24,183.4499969482422
2021-12-27,184.5500030517578
2021-12-28,186.3000030517578
2021-12-29,186.1199951171875
2021-12-30,186.13999938964844
2021-12-31,187.7899932861328
2022-01-03,190.72000122070312
2022-01-04,192.4600067138672
2022-01-05,193.33999633789062
2022-01-06,191.9199981689453
2022-01-07,192.4199981689453
2022-01-10,194.35000610351562
2022-01-11,194.69000244140625
2022-01-12,196.1999969482422
2022-01-13,197.0
2022-01-14,197.36000061035156
2022-01-17,198.02999877929688
2022-01-18,195.97000122070312
2022-01-19,194.17999267578125
2022-01-20,192.17999267578125
2022-01-21,190.63999938964844
2022-01-24,185.7899932861328
2022-01-25,187.07000732421875
2022-01-27,185.3300018310547
2022-01-28,185.10000610351562
2022-01-31,187.6300048828125
2022-02-01,189.6999969482422
2022-02-02,192.1199951171875
2022-02-03,190.00999450683594
2022-02-04,189.58999633789062
2022-02-07,186.33999633789062
2022-02-08,186.80999755859375
2022-02-09,189.02999877929688
2022-02-10,190.11000061035156
2022-02-11,188.0
2022-02-14,182.58999633789062
2022-02-15,187.58999633789062
2022-02-16,187.13999938964844
2022-02-17,186.92999267578125
2022-02-18,186.63999938964844
2022-02-21,186.2899932861328
2022-02-22,185.27000427246094
2022-02-23,185.0500030517578
2022-02-24,178.36000061035156
2022-02-25,180.85000610351562
2022-02-28,181.83999633789062
2022-03-02,180.10000610351562
2022-03-03,178.86000061035156
2022-03-04,176.25999450683594
2022-03-07,172.3300018310547
2022-03-08,173.39999389648438
2022-03-09,176.97999572753906
2022-03-10,179.64999389648438
2022-03-11,179.97999572753906
2022-03-14,182.61000061035156
2022-03-15,180.60000610351562
2022-03-16,183.66000366210938
2022-03-17,186.7100067138672
2022-03-21,185.3800048828125
2022-03-22,187.33999633789062
2022-03-23,186.33999633789062
2022-03-24,186.08999633789062
2022-03-25,185.82000732421875
2022-03-28,186.32000732421875
2022-03-29,187.22000122070312
2022-03-30,188.91000366210938
2022-03-31,188.8699951171875
2022-04-01,190.47000122070312
2022-04-04,195.19000244140625
2022-04-05,194.5500030517578
2022-04-06,193.0
2022-04-07,191.25999450683594
2022-04-08,192.75999450683594
2022-04-11,191.6699981689453
2022-04-12,190.4199981689453
2022-04-13,189.5399932861328
2022-04-18,186.22999572753906
2022-04-19,183.67999267578125
2022-04-20,185.86000061035156
2022-04-21,188.10000610351562
2022-04-22,186.08999633789062
2022-04-25,183.86000061035156
2022-04-26,186.11000061035156
2022-04-27,184.77999877929688
2022-04-28,186.41000366210938
2022-04-29,185.42999267578125
2022-05-02,185.1199951171875
2022-05-04,181.0500030517578
2022-05-05,181.00999450683594
2022-05-06,177.94000244140625
2022-05-09,176.9499969482422
2022-05-10,176.16000366210938
2022-05-11,175.33999633789062
2022-05-12,171.72000122070312
2022-05-13,171.39999389648438
2022-05-16,172.1300048828125
2022-05-17,176.44000244140625
2022-05-18,176.0500030517578
2022-05-19,171.6999969482422
2022-05-20,175.9199981689453
2022-05-23,175.52999877929688
2022-05-24,175.08999633789062
2022-05-25,174.1300048828125
2022-05-26,175.57000732421875
2022-05-27,177.10000610351562
2022-05-30,180.42999267578125
2022-05-31,179.8699951171875
2022-06-01,179.58999633789062
2022-06-02,180.67999267578125
2022-06-03,180.2100067138672
2022-06-06,180.14999389648438
2022-06-07,178.55999755859375
2022-06-08,178.0800018310547
2022-06-09,179.39999389648438
2022-06-10,176.4600067138672
2022-06-13,171.8699951171875
2022-06-14,171.3000030517578
2022-06-15,171.10000610351562
2022-06-16,167.55999755859375
2022-06-17,166.8699951171875
2022-06-20,167.30999755859375
2022-06-21,170.25999450683594
2022-06-22,168.0800018310547
2022-06-23,169.7100067138672
2022-06-24,171.16000366210938
2022-06-27,172.6199951171875
2022-06-28,172.64999389648438
2022-06-29,171.86000061035156
2022-06-30,171.60000610351562
2022-07-01,171.63999938964844
2022-07-04,172.6300048828125
2022-07-05,172.0399932861328
2022-07-06,174.1199951171875
2022-07-07,175.5399932861328
2022-07-08,176.27999877929688
2022-07-11,176.22999572753906
2022-07-12,175.10000610351562
2022-07-13,174.05999755859375
2022-07-14,173.92999267578125
2022-07-15,175.02000427246094
2022-07-18,177.38999938964844
2022-07-19,177.8800048828125
2022-07-20,179.52999877929688
2022-07-21,180.5399932861328
2022-07-22,181.88999938964844
2022-07-25,181.4600067138672
2022-07-26,179.91000366210938
2022-07-27,181.60000610351562
2022-07-28,184.17999267578125
2022-07-29,186.5399932861328
2022-08-01,188.6300048828125
2022-08-02,188.6199951171875
2022-08-03,189.11000061035156
2022-08-04,189.1699981689453
2022-08-05,189.25
2022-08-08,190.7899932861328
2022-08-10,191.0399932861328
2022-08-11,192.33999633789062
2022-08-12,192.86000061035156
2022-08-16,194.08999633789062
2022-08-17,195.5500030517578
2022-08-18,195.7100067138672
2022-08-19,193.61000061035156
2022-08-22,190.9499969482422
2022-08-23,192.19000244140625
2022-08-24,192.6300048828125
2022-08-25,191.77999877929688
2022-08-26,191.9199981689453
2022-08-29,189.44000244140625
2022-08-30,193.9199981689453
2022-09-01,191.82000732421875
2022-09-02,191.61000061035156
2022-09-05,192.97999572753906
2022-09-06,192.47999572753906
2022-09-07,192.3699951171875
2022-09-08,194.0
2022-09-09,194.60000610351562
2022-09-12,195.63999938964844
2022-09-13,196.9499969482422
2022-09-14,196.27000427246094
2022-09-15,195.69000244140625
2022-09-16,191.89999389648438
2022-09-19,192.75
2022-09-20,194.44000244140625
2022-09-21,193.5
2022-09-22,192.9199981689453
2022-09-23,189.63999938964844
2022-09-26,186.2100067138672
2022-09-27,186.0500030517578
2022-09-28,184.47000122070312
2022-09-29,184.07000732421875
2022-09-30,186.8300018310547
2022-10-03,184.25
2022-10-04,188.2899932861328
2022-10-06,188.94000244140625
2022-10-07,189.19000244140625
2022-10-10,188.75
2022-10-11,185.8699951171875
2022-10-12,187.2100067138672
2022-10-13,186.22999572753906
2022-10-14,188.02000427246094
2022-10-17,188.8300018310547
